epoch,train_loss,train_dice,val_loss,val_dice
1,0.7573769191900889,0.011337270882601539,0.689801836013794,0.0069283065386116505
2,0.6928702029916975,0.014413224766030908,0.6467830657958984,0.014818221144378186
3,0.6538948979642656,0.015323803604890903,0.6129172444343567,0.016653847880661488
4,0.628887630171246,0.016543793129838176,0.6084983706474304,0.016759171150624752
5,0.605940967798233,0.017352016487469275,0.5792938351631165,0.019950276240706444
6,0.5867067078749338,0.01874055082185401,0.5933940052986145,0.019770805910229682
7,0.5697188013129764,0.019091290318303637,0.5446997165679932,0.024167823418974877
8,0.5487491885821024,0.02123481273237202,0.5239265561103821,0.028752858564257622
9,0.5194443414608637,0.027394435678919155,1.0510668635368348,0.011201401986181737
10,0.4828437003824446,0.03194038373314672,0.45733351707458497,0.0464911013841629
11,0.44556642903221977,0.027905400325026777,0.43109368085861205,0.04186700060963631
12,0.4204503330919478,0.011451357412928095,0.40618115067481997,0.01561972200870514
13,0.4048022876183192,0.004104223148816446,0.4590310752391815,0.001558445522096008
14,0.39579825434419846,0.0017582613146885045,0.3833429992198944,0.001454902545083314
15,0.38933927814165753,0.0009090485777267323,0.38409531116485596,0.000827123352792114
16,0.3810100919670529,0.0004300907584201851,0.37414115071296694,0.0002770709659671411
17,0.3745360208882226,0.00010278115021056774,0.3770913779735565,0.00013100470412257952
18,0.37652867204613155,6.828416194729706e-05,0.3800043225288391,4.6928392238736874e-05
19,0.37203852004475063,6.854516174725708e-05,0.3684336543083191,5.31124435111021e-05
20,0.36687872807184857,1.5017262414796278e-05,0.36465436816215513,3.601237780204158e-11
21,0.36307109395662945,3.5458340474633803e-06,0.3629571974277496,3.8229584081728164e-11
22,0.3600655181540383,1.7865044248709935e-06,0.3606343507766724,3.9520278716231874e-11
23,0.3572649723953671,3.862150226366379e-11,0.3598378598690033,3.5459319855379866e-11
24,0.3549337685108185,3.8684719827563545e-11,0.35205212235450745,3.8875556940265456e-11
25,0.3528691944148805,3.9700329491832505e-11,0.3498116612434387,4.198933874210997e-11
26,0.35080033044020337,4.012751049652251e-11,0.3536353349685669,4.191366663464091e-11
27,0.34912098944187164,4.002290667092111e-11,0.3498146772384644,4.306858689129278e-11
28,0.347398825817638,4.0680886996238535e-11,0.3478181004524231,4.278930404444381e-11
29,0.3457819488313463,4.094295755053946e-11,0.3489537715911865,4.2231797225955606e-11
30,0.3452303757270177,3.9288398055725704e-11,0.3452907145023346,4.284320467839997e-11
31,0.3434532665544086,4.0468846927093564e-11,0.3459446907043457,4.0653037186588745e-11
32,0.3415801392661201,4.1176840197585135e-11,0.34233149886131287,4.34782567587666e-11
33,0.3399117092291514,4.1581142078910775e-11,0.34072738885879517,4.2401803249103584e-11
34,0.33862855864895713,4.161113882088384e-11,0.34082502126693726,4.306903271522611e-11
35,0.33749976257483166,4.1693454341024734e-11,0.33630630373954773,4.3487593734403696e-11
36,0.33593669533729553,4.1966213297649366e-11,0.3338413178920746,4.328438267531265e-11
37,0.33456892106268143,4.220778751584047e-11,0.3359169602394104,4.342544865365561e-11
38,0.33333437972598606,4.2268787524896774e-11,0.33076156973838805,4.3657061646329434e-11
39,0.3321021149555842,4.2404689038704695e-11,0.3305140256881714,4.334875895739554e-11
40,0.3308782759639952,4.2568632839369416e-11,0.3312226116657257,4.343692697195145e-11
41,0.32971493403116864,4.245343409376496e-11,0.3273073971271515,4.367631013801887e-11
42,0.3286611537138621,4.255867735771431e-11,0.3276683032512665,4.3134662161548044e-11
43,0.3276617212427987,4.244631835444003e-11,0.3298188328742981,4.318483348697555e-11
44,0.3264412151442634,4.247863336159168e-11,0.32532066106796265,4.359544218679456e-11
45,0.32537352045377094,4.2523165737064064e-11,0.3258702874183655,4.352084422010183e-11
46,0.3242338134182824,4.254790144822859e-11,0.3235329627990723,4.351637834798527e-11
47,0.3229939076635573,0.000126455690360277,0.32370580434799195,6.830313955713402e-05
48,0.32196639643775093,0.0014617634518286232,0.3228964149951935,0.0012493652499381367
49,0.32089731593926746,0.005038367018084855,0.32131757736206057,0.011294618895577141
50,0.319713541203075,0.021733309331428256,0.3214553415775299,0.032640436899964695
51,0.3184666766060723,0.12516023456995728,0.31936910152435305,0.1994050331413746
52,0.31724584764904445,0.33910731847087544,0.3174948334693909,0.2566244529560208
53,0.3158553789059321,0.5105776036572125,0.3158585727214813,0.46542889475822447
54,0.31466809080706704,0.6067905136280589,0.3154166221618652,0.4949024558067322
55,0.31352107061280143,0.6525419449640645,0.31629077792167665,0.5279174447059631
56,0.3125731812583076,0.6491361533602079,0.3151927649974823,0.6101989626884461
57,0.31133704880873364,0.6821315437555313,0.31386612057685853,0.5829308092594147
58,0.3102409624391132,0.6857298745085176,0.30909487009048464,0.6474822163581848
59,0.30893297162320876,0.7135334312915802,0.30958390831947324,0.6476708054542542
60,0.30778229236602783,0.7310717304547628,0.3078854739665985,0.700705623626709
61,0.3067695134215885,0.730550456378195,0.3076042175292969,0.7059101104736328
62,0.30584655867682564,0.7394845419459872,0.3067075788974762,0.6529490947723389
63,0.30483458439509076,0.7414377629756927,0.3057276368141174,0.6633225917816162
64,0.3037700951099396,0.7420887185467614,0.30477524399757383,0.7366418600082397
65,0.3025485376516978,0.7568080061011844,0.30312952399253845,0.7051686525344849
66,0.3014192365937763,0.7687313689125909,0.3007590889930725,0.7110317468643188
67,0.3003201699919171,0.7749395569165548,0.3001107931137085,0.7206098914146424
68,0.2992655601766374,0.7829698688454099,0.30002508163452146,0.7358613967895508
69,0.29833854072623783,0.785787410206265,0.29937577843666074,0.6904886603355408
70,0.29749803576204514,0.7885422739717696,0.29652510285377504,0.7077006816864013
71,0.2963917868004905,0.7893008490403494,0.2966287314891815,0.7198721885681152
72,0.29536761509047615,0.7898817095491621,0.29483630657196047,0.6891302704811096
73,0.29432103865676457,0.7973386777771844,0.2937172055244446,0.7036566972732544
74,0.29325707091225517,0.7982576621903313,0.29266697764396665,0.6894402861595154
75,0.2922818197144402,0.8054893745316399,0.2945797681808472,0.7031808733940125
76,0.29130904873212177,0.8094323939747281,0.290277761220932,0.7356916308403015
77,0.2903706679741542,0.7933778564135233,0.29207747578620913,0.7098094582557678
78,0.28952078852388596,0.7996974454985725,0.2919894754886627,0.6173238337039948
79,0.28845129244857365,0.8097607791423798,0.292050838470459,0.6520100712776185
80,0.2874970883131027,0.8157731956905789,0.2884089231491089,0.665127408504486
81,0.28671155869960785,0.816132687860065,0.2848219215869904,0.7342861652374267
82,0.2857416255606545,0.8104977773295509,0.2845676064491272,0.7570986270904541
83,0.2845761428276698,0.8223866820335388,0.28595018982887266,0.7451088786125183
84,0.2836082445250617,0.8208848999606239,0.2834034264087677,0.7117810249328613
85,0.28258944385581547,0.822384215063519,0.28562793135643005,0.710208511352539
86,0.28163671990235645,0.8253614902496338,0.2850076794624329,0.6884527444839478
87,0.28084344665209454,0.8270688785447015,0.2804783761501312,0.6986767470836639
88,0.2801200399796168,0.827268534236484,0.28574287295341494,0.5563764214515686
89,0.2806438058614731,0.7988563544220395,0.2830119252204895,0.5785327196121216
90,0.2792387819952435,0.7665001451969147,0.2785612285137177,0.6046996951103211
91,0.2780214316315121,0.7789599233203464,0.2813607454299927,0.7809963464736939
92,0.27634730603959823,0.8137546016110314,0.27742999196052553,0.7182319402694702
93,0.2752351396613651,0.8244903186957041,0.27282713651657103,0.7682154893875122
94,0.2742158422867457,0.8324889871809218,0.27509936690330505,0.7416604280471801
95,0.2732618898153305,0.8331690596209632,0.27347081899642944,0.754474937915802
96,0.27229153282112545,0.840779678689109,0.2757176637649536,0.7355307340621948
97,0.2713797556029426,0.8421226176950667,0.2760792076587677,0.7392827272415161
98,0.2704767319891188,0.8439443012078603,0.273084557056427,0.7239972710609436
99,0.26964838637246025,0.8481606112586128,0.27234750986099243,0.7614435076713562
100,0.2688194149070316,0.850255697965622,0.26945897936820984,0.7547165751457214
101,0.2679642289876938,0.8466634021864997,0.26860111951828003,0.7313362121582031
102,0.26721516417132485,0.849298831489351,0.26680004596710205,0.7529028534889222
103,0.2661830137173335,0.8527951041857401,0.2669063150882721,0.7531112313270569
104,0.2652265429496765,0.853371262550354,0.2653430998325348,0.7606041073799134
105,0.2643393708599938,0.8563858336872525,0.26556951403617857,0.722071373462677
106,0.2635375095738305,0.856488499376509,0.2659661114215851,0.7424658894538879
107,0.2627091225650575,0.8577650123172336,0.2624043643474579,0.7224335432052612
108,0.26186442871888477,0.8590635889106326,0.2626953303813934,0.7660934686660766
109,0.26099609831968945,0.8609340952502357,0.26208667159080506,0.7841903805732727
110,0.2601834949519899,0.8597551253106859,0.2618152379989624,0.7389597058296203
111,0.25952664017677307,0.8616056475374434,0.2586048722267151,0.7722870469093323
112,0.25862230194939506,0.8590106235610114,0.2572290599346161,0.7693159222602844
113,0.25781387090682983,0.8567684359020658,0.2567758679389954,0.7577918767929077
114,0.2570456200175815,0.852486358748542,0.25768303871154785,0.7213964343070984
115,0.2561979840199153,0.8596526682376862,0.26000075936317446,0.7424465537071228
116,0.2554003960556454,0.8585621979501512,0.25696956515312197,0.7846197605133056
117,0.2546050002177556,0.8635944028695425,0.25734494924545287,0.7586112141609191
118,0.2538519667254554,0.8672155804104276,0.2556444227695465,0.7846875190734863
119,0.25312914450963336,0.8631199333402846,0.2538913667201996,0.77773517370224
120,0.25229451722568935,0.8672616415553622,0.2556732714176178,0.7414522767066956
121,0.25147419257296455,0.8685294654634264,0.25296717286109927,0.7686287879943847
122,0.2507032834821277,0.8658907380368974,0.2545923411846161,0.7387912154197693
123,0.25002390725745094,0.8695381747351753,0.2517730414867401,0.7408723473548889
124,0.24927403860621983,0.8704771598180135,0.2517162084579468,0.7020155191421509
125,0.24836771272950703,0.871807101700041,0.24917962849140168,0.7888313293457031
126,0.2476775356464916,0.8723213639524248,0.2484137773513794,0.7597510337829589
127,0.24685922927326626,0.8743294345008003,0.2479080766439438,0.7482489109039306
128,0.2460460000567966,0.8807379305362701,0.24572064876556396,0.7685408234596253
129,0.245252819524871,0.8811416725317637,0.24676823019981384,0.7622961401939392
130,0.24454904678795072,0.8822785218556722,0.24668283760547638,0.7304513573646545
131,0.2438121032383707,0.8799220422903696,0.2460994988679886,0.7704782605171203
132,0.24305643224053913,0.8849008977413177,0.24539263248443605,0.698029386997223
133,0.24235297905074227,0.8837150997585721,0.24467055797576903,0.7917070150375366
134,0.24165808657805124,0.8812634812461005,0.24367830753326417,0.7817348837852478
135,0.24091877871089512,0.8822319342030419,0.2432263523340225,0.8060162425041199
136,0.24016977846622467,0.8858021762635973,0.24076437950134277,0.779394781589508
137,0.2394084127412902,0.8850320478280386,0.2414661318063736,0.7716691613197326
138,0.23874821099970076,0.8878756231731839,0.23889952898025513,0.790499472618103
139,0.23828825602928796,0.8858990735477872,0.23830238580703736,0.7623775124549865
140,0.2374926375018226,0.8857588768005371,0.237400820851326,0.6934677124023437
141,0.23669212228722042,0.8756708039177789,0.24040574729442596,0.7586315870285034
142,0.23593024578359392,0.8794299993250105,0.23654445707798005,0.7886827707290649
143,0.23517111937204996,0.879531698094474,0.23610285818576812,0.7928962230682373
144,0.23443029406997892,0.8895160622066922,0.2374604672193527,0.7737654089927674
145,0.23376846644613478,0.8895288738939497,0.23492426574230194,0.7274068713188171
146,0.23310631761948267,0.8919462031788297,0.2357834130525589,0.7686802029609681
147,0.23248601622051662,0.8953173889054192,0.23709274232387542,0.7751022815704346
148,0.23179873824119568,0.8887763222058614,0.2331117570400238,0.8055896401405335
149,0.2309714804093043,0.8939654462867312,0.23157234191894532,0.812915050983429
150,0.23032496455642912,0.8958192964394888,0.23045136034488678,0.6926432967185974
151,0.22972709188858667,0.886836611562305,0.2322142690420151,0.8053353309631348
152,0.22894528177049425,0.893776923418045,0.22992603182792665,0.8076417803764343
153,0.22816967053545845,0.8921133842733171,0.22953091263771058,0.779915165901184
154,0.2274246257212427,0.902644587887658,0.22855390906333922,0.8018171310424804
155,0.2267339891857571,0.9019040299786462,0.23005014657974243,0.7314810752868652
156,0.22609729568163553,0.9058146675427755,0.227544903755188,0.7546367526054383
157,0.22539491123623318,0.9042724139160581,0.2251980721950531,0.7843155026435852
158,0.22471074180470574,0.9056693845325046,0.2258987843990326,0.7726207256317139
159,0.22406768633259666,0.9040380915006002,0.22417386174201964,0.7802887082099914
160,0.2234090185827679,0.905573159456253,0.22471345067024232,0.8063133478164672
161,0.22267177783780628,0.9089508122868009,0.22321300506591796,0.804134202003479
162,0.22205068584945467,0.9079715609550476,0.22224618196487428,0.781558096408844
163,0.2215425968170166,0.901673330201043,0.22258712649345397,0.7481615900993347
164,0.22086897244056067,0.9033345811896853,0.22056372463703156,0.7850211143493653
165,0.22027293095986047,0.90051645371649,0.2221036821603775,0.7968726396560669
166,0.21950766113069323,0.8996644053194258,0.22103589475154878,0.7867972731590271
167,0.21879930959807503,0.9084056913852692,0.22013196647167205,0.8264024376869201
168,0.2180759674972958,0.9114346007506052,0.21929856538772582,0.7732926130294799
169,0.21743693947792053,0.9147193166944716,0.21973689496517182,0.7730795860290527
170,0.2168093365099695,0.914414213763343,0.21617082357406617,0.815556526184082
171,0.2163047260708279,0.9129585027694702,0.21866260170936586,0.7459602236747742
172,0.21556763847668967,0.9136649535761939,0.21771113574504852,0.8237628936767578
173,0.2148943824900521,0.9071076247427199,0.21543126702308654,0.7883350253105164
174,0.21416266096962822,0.9138016170925565,0.2150578558444977,0.7812588334083557
175,0.21359127014875412,0.9109015299214257,0.2149622619152069,0.8429714322090149
176,0.21295863886674246,0.9108954932954576,0.21422745585441588,0.7688855648040771
177,0.2122897712720765,0.9147215916050805,0.21609826982021332,0.8227540135383606
178,0.211626422074106,0.9179355800151825,0.21313155591487884,0.8090932607650757
179,0.21094897389411926,0.9194765223397149,0.21247245371341705,0.8012677192687988
180,0.21033141099744374,0.917666150463952,0.21075864732265473,0.8420697808265686
181,0.20967373334699207,0.9209846092594994,0.21053127348423004,0.8057819724082946
182,0.20904620405700472,0.9210468961132897,0.2096717804670334,0.773383104801178
183,0.20841954400142035,0.9247039126025306,0.210510715842247,0.8334757566452027
184,0.20776203771432242,0.9251913693216112,0.208465513586998,0.7937806844711304
185,0.2071623131632805,0.9258931477864584,0.2081763505935669,0.8281399369239807
186,0.2065526263581382,0.9228153063191308,0.20752284228801726,0.8005591869354248
187,0.2059235158893797,0.9229813781049516,0.20667268633842467,0.8135211110115051
188,0.20531043161948523,0.9245569242371453,0.20627976357936859,0.8131120800971985
189,0.20468695047828886,0.9250938461886512,0.2056251883506775,0.828708040714264
190,0.20409281469053692,0.9228018919626871,0.20641155838966369,0.7691383004188538
191,0.20348479681544834,0.9262818925910525,0.20571251213550568,0.8154842972755432
192,0.20289060970147452,0.9263637959957123,0.2051199644804001,0.8375578641891479
193,0.20229057884878582,0.9271911879380544,0.20481511652469636,0.8143937230110169
194,0.20180141429106394,0.9262432290448083,0.20249569714069365,0.8416255235671997
195,0.2011158706413375,0.928183012538486,0.20179635286331177,0.8361737132072449
196,0.20047114789485931,0.9292491177717844,0.20256250500679016,0.7798210144042969
197,0.19986589170164532,0.9308760795328352,0.20092858076095582,0.8282427549362182
198,0.1992865726351738,0.9289000299241807,0.20082266628742218,0.8205891013145447
199,0.19871829781267378,0.9235458307796054,0.19988888800144194,0.864043390750885
200,0.19816112766663233,0.9199642803933885,0.1995038151741028,0.8316259145736694
201,0.19755306343237558,0.9275529152817197,0.1978630393743515,0.8210779666900635
202,0.1969744430647956,0.93137412932184,0.19891548454761504,0.7922081708908081
203,0.19639856782224444,0.9320693347189162,0.19765095710754393,0.8407093167304993
204,0.19575999677181244,0.929361598359214,0.19855239391326904,0.7479479432106018
205,0.1951575908395979,0.9312822984324561,0.19589101374149323,0.8229491710662842
206,0.1945588928129938,0.9335133896933662,0.19658475816249849,0.8511284947395324
207,0.19396958417362636,0.9321036802397834,0.19469177722930908,0.800011670589447
208,0.19342773987187278,0.9337588349978129,0.1960109740495682,0.8283326506614686
209,0.19281131111913258,0.9314301643106673,0.1934209793806076,0.8037787318229676
210,0.19226492693026861,0.9303198787901137,0.195049050450325,0.7758679389953613
211,0.1916462721096145,0.9348726272583008,0.19322203397750853,0.8145952224731445
212,0.19105248815483517,0.9375966389973959,0.19160255491733552,0.8538569927215576
213,0.19046668542755973,0.9364219937059615,0.19190110564231871,0.8200468420982361
214,0.189876951277256,0.9398225115405189,0.19051802456378936,0.8475592494010925
215,0.18930665900309881,0.9406222071912553,0.191787251830101,0.8178427219390869
216,0.1887983274128702,0.9352134731080797,0.1882822632789612,0.8148808121681214
217,0.1882542288965649,0.9375790721840329,0.1895790994167328,0.8518580198287964
218,0.18771381593412823,0.9337427251868777,0.18735574185848236,0.8091125130653382
219,0.18727076798677444,0.9336936473846436,0.1904826581478119,0.8257655620574951
220,0.18669712957408693,0.933844698799981,0.1869558125734329,0.8712224245071412
221,0.1860993935002221,0.9380051129394107,0.1883238822221756,0.8470377206802369
222,0.1854794066813257,0.9398108853234185,0.18597499132156373,0.8581817030906678
223,0.1848746496770117,0.9417535530196296,0.18532767295837402,0.7974188923835754
224,0.18428198910421795,0.9420112007194095,0.1871017634868622,0.8030110478401185
225,0.18370740777916378,0.94383195704884,0.1838799923658371,0.8349303841590882
226,0.18314826488494873,0.9442150261667039,0.18412624895572663,0.835463535785675
227,0.1825902702079879,0.9452591637770335,0.18296213150024415,0.853165864944458
228,0.18203485094838673,0.9447082777818044,0.1832668423652649,0.8419556140899658
229,0.18151058753331503,0.9438838693830702,0.18232878148555756,0.8316115140914917
230,0.18101280679305395,0.9406252337826623,0.18193378746509553,0.8307951807975769
231,0.1804764966169993,0.9400962789853414,0.18031055033206939,0.8546239972114563
232,0.17987516439623302,0.9441419111357795,0.18175002336502075,0.8160319924354553
233,0.17933339873949686,0.9453792009088728,0.17974359393119813,0.8273781895637512
234,0.1787980149189631,0.9455197552839915,0.18244329392910003,0.7463102698326111
235,0.17826775047514173,0.9432612525092231,0.17861493825912475,0.8331164717674255
236,0.17770161314143074,0.945655408832762,0.17951444089412688,0.8144251942634583
237,0.1771812778380182,0.9429605437649621,0.17860735356807708,0.8233517527580261
238,0.1767175015476015,0.9406604402595096,0.1782224088907242,0.8643864870071412
239,0.17619357175297207,0.9379517899619209,0.1772015243768692,0.8344967365264893
240,0.17564815862311256,0.9425819151931338,0.17610610127449036,0.8577319383621216
241,0.1751776842607392,0.936984101931254,0.17737303972244262,0.8240846872329712
242,0.17460263189342287,0.9429446591271294,0.1761072188615799,0.7642046570777893
243,0.17402040130562252,0.9466384119457669,0.17675592601299286,0.8133799076080322
244,0.17345308595233494,0.9502618577745225,0.17584373950958251,0.8065049648284912
245,0.17293094098567963,0.9499703480137719,0.17566812336444854,0.8065260291099549
246,0.17246818790833154,0.9491029381752014,0.1727904736995697,0.8138525247573852
247,0.1719544314675861,0.9488520920276642,0.17472003400325775,0.8384490966796875
248,0.17142105350891748,0.9476732578542497,0.17109287679195403,0.8432326316833496
249,0.17085694190528658,0.9494823349846734,0.17153078615665435,0.8036741495132447
250,0.1703829127881262,0.9484288858042823,0.170914027094841,0.8521485447883606
